date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:50:36	2612/2612	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a34-646d3aa3f5704%22	https://html.awaikenthemes.com/luxine/images/icon-about-item-2.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-about-item-2.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:36	7700/7700	---M--	200	added ('OK')	image/jpeg	etag:%221e14-646d3a9e05287%22	https://html.awaikenthemes.com/luxine/images/author-1.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/author-1.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:37	3233/3233	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ca1-646d3aa881c21%22	https://html.awaikenthemes.com/luxine/images/icon-service-item-1.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-service-item-1.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:37	628/628	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22274-646d3a9dbe99c%22	https://html.awaikenthemes.com/luxine/images/arrow-primary.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/arrow-primary.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:37	157008/157008	---M--	200	added ('OK')	image/jpeg	etag:%2226550-646d3ab126ac5%22	https://html.awaikenthemes.com/luxine/images/service-1.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/service-1.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:37	3395/3395	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d43-646d3aa8b8b0c%22	https://html.awaikenthemes.com/luxine/images/icon-service-item-2.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-service-item-2.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:37	1737/1737	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c9-646d3aa91c8b8%22	https://html.awaikenthemes.com/luxine/images/icon-service-item-3.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-service-item-3.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:38	1712/1712	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226b0-646d3aa95ef3b%22	https://html.awaikenthemes.com/luxine/images/icon-service-item-4.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-service-item-4.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:38	2737/2737	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ab1-646d3aac2180b%22	https://html.awaikenthemes.com/luxine/images/icon-why-choose-us-item.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-why-choose-us-item.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:38	27878/27878	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226ce6-646d3a9f32acd%22	https://html.awaikenthemes.com/luxine/images/contact-us-circle.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/contact-us-circle.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:38	51904/51904	---M--	200	added ('OK')	image/jpeg	etag:%22cac0-646d3ab5461ad%22	https://html.awaikenthemes.com/luxine/images/why-choose-image-1.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/why-choose-image-1.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:39	36672/36672	---M--	200	added ('OK')	image/jpeg	etag:%228f40-646d3ab5b2429%22	https://html.awaikenthemes.com/luxine/images/why-choose-image-2.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/why-choose-image-2.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:39	1547/1547	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260b-646d3aa57bd2e%22	https://html.awaikenthemes.com/luxine/images/icon-how-works-item-1.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-how-works-item-1.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:39	148670/148670	---M--	200	added ('OK')	image/jpeg	etag:%22244be-646d3aac976c9%22	https://html.awaikenthemes.com/luxine/images/intro-video-image.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/intro-video-image.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:39	1549/1549	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260d-646d3aa57e43e%22	https://html.awaikenthemes.com/luxine/images/icon-how-works-item-2.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-how-works-item-2.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:39	3024/3024	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bd0-646d3aa5b66b1%22	https://html.awaikenthemes.com/luxine/images/icon-how-works-item-3.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-how-works-item-3.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:40	2650/2650	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a5a-646d3aa5b8209%22	https://html.awaikenthemes.com/luxine/images/icon-how-works-item-4.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-how-works-item-4.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:40	111749/111749	---M--	200	added ('OK')	image/jpeg	etag:%221b485-646d3aae41b2c%22	https://html.awaikenthemes.com/luxine/images/our-project-image-2.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-project-image-2.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:40	95853/95853	---M--	200	added ('OK')	image/jpeg	etag:%221766d-646d3aae8a357%22	https://html.awaikenthemes.com/luxine/images/our-project-image-3.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-project-image-3.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:40	214868/214868	---M--	200	added ('OK')	image/jpeg	etag:%2234754-646d3aae386bb%22	https://html.awaikenthemes.com/luxine/images/our-project-image-1.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-project-image-1.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:41	157520/157520	---M--	200	added ('OK')	image/jpeg	etag:%2226750-646d3aaed5e4b%22	https://html.awaikenthemes.com/luxine/images/our-project-image-5.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-project-image-5.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:41	156913/156913	---M--	200	added ('OK')	image/jpeg	etag:%22264f1-646d3aaea35b0%22	https://html.awaikenthemes.com/luxine/images/our-project-image-4.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-project-image-4.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:41	5588/5588	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2215d4-646d3a9e89f8d%22	https://html.awaikenthemes.com/luxine/images/company-slider-logo-1.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/company-slider-logo-1.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:41	5605/5605	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2215e5-646d3a9eba500%22	https://html.awaikenthemes.com/luxine/images/company-slider-logo-2.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/company-slider-logo-2.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:42	222510/222510	---M--	200	added ('OK')	image/jpeg	etag:%223652e-646d3aaef2b3c%22	https://html.awaikenthemes.com/luxine/images/our-project-image-6.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-project-image-6.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:42	10738/10738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2229f2-646d3a9eebdfa%22	https://html.awaikenthemes.com/luxine/images/company-slider-logo-3.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/company-slider-logo-3.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:42	8717/8717	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22220d-646d3a9eec1e2%22	https://html.awaikenthemes.com/luxine/images/company-slider-logo-4.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/company-slider-logo-4.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:42	5255/5255	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221487-646d3a9f0061b%22	https://html.awaikenthemes.com/luxine/images/company-slider-logo-5.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/company-slider-logo-5.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:42	103057/103057	---M--	200	added ('OK')	image/jpeg	etag:%2219291-646d3aad61d1a%22	https://html.awaikenthemes.com/luxine/images/our-awards-image.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-awards-image.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:42	3680/3680	---M--	200	added ('OK')	image/png	etag:%22e60-646d3aacaa779%22	https://html.awaikenthemes.com/luxine/images/our-award-item-image-1.png	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-award-item-image-1.png	(from https://html.awaikenthemes.com/luxine/)
19:50:43	4396/4396	---M--	200	added ('OK')	image/png	etag:%22112c-646d3aacd89c4%22	https://html.awaikenthemes.com/luxine/images/our-award-item-image-2.png	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-award-item-image-2.png	(from https://html.awaikenthemes.com/luxine/)
19:50:43	4687/4687	---M--	200	added ('OK')	image/png	etag:%22124f-646d3aad117ee%22	https://html.awaikenthemes.com/luxine/images/our-award-item-image-3.png	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-award-item-image-3.png	(from https://html.awaikenthemes.com/luxine/)
19:50:43	5638/5638	---M--	200	added ('OK')	image/png	etag:%221606-646d3aacfe73d%22	https://html.awaikenthemes.com/luxine/images/our-award-item-image-4.png	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-award-item-image-4.png	(from https://html.awaikenthemes.com/luxine/)
19:50:44	2737/2737	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ab1-646d3aa6b4d0c%22	https://html.awaikenthemes.com/luxine/images/icon-pricing-1.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-pricing-1.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:44	2187/2187	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2288b-646d3aa6ed367%22	https://html.awaikenthemes.com/luxine/images/icon-pricing-2.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-pricing-2.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:45	2601/2601	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a29-646d3aa71fc01%22	https://html.awaikenthemes.com/luxine/images/icon-pricing-3.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-pricing-3.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:45	1877/1877	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22755-646d3aa74f5bb%22	https://html.awaikenthemes.com/luxine/images/icon-pricing-benefit-1.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-pricing-benefit-1.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:45	5077/5077	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2213d5-646d3aa7520b3%22	https://html.awaikenthemes.com/luxine/images/icon-pricing-benefit-2.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-pricing-benefit-2.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:45	1367/1367	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22557-646d3aa78223e%22	https://html.awaikenthemes.com/luxine/images/icon-pricing-benefit-3.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/icon-pricing-benefit-3.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:46	59543/59543	---M--	200	added ('OK')	image/jpeg	etag:%22e897-646d3aaf16976%22	https://html.awaikenthemes.com/luxine/images/our-testimonial-image.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/our-testimonial-image.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:46	9015/9015	---M--	200	added ('OK')	image/jpeg	etag:%222337-646d3a9e0b430%22	https://html.awaikenthemes.com/luxine/images/author-2.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/author-2.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:46	8363/8363	---M--	200	added ('OK')	image/jpeg	etag:%2220ab-646d3a9e3bd8a%22	https://html.awaikenthemes.com/luxine/images/author-3.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/author-3.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:46	9501/9501	---M--	200	added ('OK')	image/jpeg	etag:%22251d-646d3a9e6d684%22	https://html.awaikenthemes.com/luxine/images/author-4.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/author-4.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:46	5607/5607	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2215e7-646d3ab2d45d9%22	https://html.awaikenthemes.com/luxine/images/testimonial-company-logo-1.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/testimonial-company-logo-1.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:47	2198/2198	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22896-646d3ab39c51a%22	https://html.awaikenthemes.com/luxine/images/testimonial-item-quote.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/testimonial-item-quote.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:47	10921/10921	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222aa9-646d3ab30bc93%22	https://html.awaikenthemes.com/luxine/images/testimonial-company-logo-2.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/testimonial-company-logo-2.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:47	6768/6768	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221a70-646d3ab345a5e%22	https://html.awaikenthemes.com/luxine/images/testimonial-company-logo-3.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/testimonial-company-logo-3.svg	(from https://html.awaikenthemes.com/luxine/)
19:50:48	89113/89113	---M--	200	added ('OK')	image/jpeg	etag:%2215c19-646d3aaf7ca4a%22	https://html.awaikenthemes.com/luxine/images/post-2.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/post-2.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:48	113269/113269	---M--	200	added ('OK')	image/jpeg	etag:%221ba75-646d3aaf783fa%22	https://html.awaikenthemes.com/luxine/images/post-1.jpg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/post-1.jpg	(from https://html.awaikenthemes.com/luxine/)
19:50:48	625/625	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22271-646d3a9e0b818%22	https://html.awaikenthemes.com/luxine/images/arrow-white.svg	C:/My%20Web%20Sites/intex/html.awaikenthemes.com/luxine/images/arrow-white.svg	(from https://html.awaikenthemes.com/luxine/)
